"","X","DateTime","Inj","V1","V2","V3","V4","V1_adjusted","V2_adjusted","V3_adjusted","V4_adjusted","Flux_1","Flux_2","ppt_mm"
"6598",5876,2019-07-25 21:05:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6599",5877,2019-07-25 21:10:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
"6600",5878,2019-07-25 21:12:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6601",5879,2019-07-25 21:15:00,"No",1705,NA,1622.5,557.5,2526.98512278926,NA,2404.71164910591,826.272261557192,1.19,1.68,0
"6602",5880,2019-07-25 21:20:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6603",5881,2019-07-25 21:25:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6604",5882,2019-07-25 21:27:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6605",5883,2019-07-25 21:30:00,"No",1725,NA,1647.5,557.5,2555.52469470475,NA,2440.71126639193,825.915952056752,1.19,1.7,0
"6606",5884,2019-07-25 21:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6607",5885,2019-07-25 21:40:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
"6608",5886,2019-07-25 21:42:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6609",5887,2019-07-25 21:45:00,"No",1765,NA,1677.5,547.5,2613.02207314117,NA,2483.48131880697,810.555005691099,1.18,1.75,0
"6610",5888,2019-07-25 21:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6611",5889,2019-07-25 21:55:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
"6612",5890,2019-07-25 21:57:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6613",5891,2019-07-25 22:00:00,"No",1775,NA,1687.5,547.5,2627.56557943803,NA,2498.0376987615,810.474453375955,1.2,1.81,0
"6614",5892,2019-07-25 22:05:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6615",5893,2019-07-25 22:10:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6616",5894,2019-07-25 22:12:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6617",5895,2019-07-25 22:15:00,"No",1795,NA,1702.5,542.5,2655.97380501835,NA,2519.10607411908,802.710746084934,1.3,1.83,0.1
"6618",5896,2019-07-25 22:20:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6619",5897,2019-07-25 22:25:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6620",5898,2019-07-25 22:27:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6621",5899,2019-07-25 22:30:00,"No",1815,NA,1717.5,547.5,2685.93968232045,NA,2541.65366632803,810.221474418979,1.31,1.85,0
"6622",5900,2019-07-25 22:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6623",5901,2019-07-25 22:40:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6624",5902,2019-07-25 22:42:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6625",5903,2019-07-25 22:45:00,"No",1855,NA,1747.5,542.5,2745.35605888093,NA,2586.25860533392,802.887149295367,1.4,1.86,0
"6626",5904,2019-07-25 22:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6627",5905,2019-07-25 22:55:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6628",5906,2019-07-25 22:57:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6629",5907,2019-07-25 23:00:00,"No",1870,NA,1787.5,552.5,2767.47778762374,NA,2645.38317934622,817.663891797924,1.35,1.87,0
"6630",5908,2019-07-25 23:05:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6631",5909,2019-07-25 23:10:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6632",5910,2019-07-25 23:12:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6633",5911,2019-07-25 23:15:00,"No",1910,NA,1807.5,562.5,2826.22118947401,NA,2674.55225129543,832.329538784886,1.33,1.85,0.1
"6634",5912,2019-07-25 23:20:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6635",5913,2019-07-25 23:25:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6636",5914,2019-07-25 23:27:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6637",5915,2019-07-25 23:30:00,"No",1915,NA,1837.5,552.5,2833.96382387336,NA,2719.27338191504,817.63186041255,1.48,1.93,0
"6638",5916,2019-07-25 23:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6639",5917,2019-07-25 23:40:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
"6640",5918,2019-07-25 23:42:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6641",5919,2019-07-25 23:45:00,"No",1920,NA,1842.5,562.5,2842.01239689528,NA,2727.29575066643,832.620819402914,1.46,1.96,0.1
"6642",5920,2019-07-25 23:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6643",5921,2019-07-25 23:55:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
"6644",5922,2019-07-25 23:57:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6645",5923,2019-07-26 00:00:00,"No",1955,NA,1847.5,582.5,2893.45602117675,NA,2734.35294072841,862.11669173169,1.48,1.99,0
"6646",5924,2019-07-26 00:05:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6647",5925,2019-07-26 00:10:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6648",5926,2019-07-26 00:12:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6649",5927,2019-07-26 00:15:00,"No",1975,NA,1862.5,562.5,2923.29490745514,NA,2756.77810892921,832.583992629627,1.42,1.98,0.1
"6650",5928,2019-07-26 00:20:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6651",5929,2019-07-26 00:25:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6652",5930,2019-07-26 00:27:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6653",5931,2019-07-26 00:30:00,"No",1975,NA,1882.5,557.5,2923.41409831172,NA,2786.49470383383,825.216891042421,1.61,1.92,0
"6654",5932,2019-07-26 00:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
"6655",5933,2019-07-26 00:40:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6656",5934,2019-07-26 00:42:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6657",5935,2019-07-26 00:45:00,"No",2005,NA,1892.5,567.5,2967.37430570031,NA,2800.87574740042,839.892727423903,1.49,1.92,0
"6658",5936,2019-07-26 00:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6659",5937,2019-07-26 00:55:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
"6660",5938,2019-07-26 00:57:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6661",5939,2019-07-26 01:00:00,"No",2025,NA,1917.5,577.5,2996.91122675252,NA,2837.8159394064,854.674683184979,1.49,2.07,0
"6662",5940,2019-07-26 01:05:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6663",5941,2019-07-26 01:10:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6664",5942,2019-07-26 01:12:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6665",5943,2019-07-26 01:15:00,"No",2030,NA,1887.5,572.5,3004.83451529745,NA,2793.90401360786,847.42254187576,1.44,1.97,0
"6666",5944,2019-07-26 01:20:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
"6667",5945,2019-07-26 01:25:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6668",5946,2019-07-26 01:27:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6669",5947,2019-07-26 01:30:00,"No",2055,NA,1912.5,567.5,3042.53417151677,NA,2831.55552458677,840.213207949278,1.58,2.01,0
"6670",5948,2019-07-26 01:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
"6671",5949,2019-07-26 01:40:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6672",5950,2019-07-26 01:42:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6673",5951,2019-07-26 01:45:00,"No",2055,NA,1932.5,577.5,3041.88427139052,NA,2860.55540363123,854.83609086522,1.59,2.03,0
"6674",5952,2019-07-26 01:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6675",5953,2019-07-26 01:55:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6676",5954,2019-07-26 01:57:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6677",5955,2019-07-26 02:00:00,"No",2065,NA,1937.5,567.5,3057.3106780305,NA,2868.54210105767,840.205234761409,1.59,1.98,0.1
"6678",5956,2019-07-26 02:05:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6679",5957,2019-07-26 02:10:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6680",5958,2019-07-26 02:12:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6681",5959,2019-07-26 02:15:00,"No",2070,NA,1947.5,572.5,3065.29663635289,NA,2883.89623154457,847.769238798082,1.58,1.95,0.1
"6682",5960,2019-07-26 02:20:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6683",5961,2019-07-26 02:25:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6684",5962,2019-07-26 02:27:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6685",5963,2019-07-26 02:30:00,"No",2070,NA,1952.5,572.5,3064.59750751766,NA,2890.64088571412,847.575880702347,1.62,2.06,0
"6686",5964,2019-07-26 02:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6687",5965,2019-07-26 02:40:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6688",5966,2019-07-26 02:42:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6689",5967,2019-07-26 02:45:00,"No",2105,NA,1947.5,577.5,3116.65434363493,NA,2883.4604913202,855.044125154001,1.56,2.04,0
"6690",5968,2019-07-26 02:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
"6691",5969,2019-07-26 02:55:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6692",5970,2019-07-26 02:57:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6693",5971,2019-07-26 03:00:00,"No",2105,NA,1962.5,577.5,3117.33358856351,NA,2906.3026924256,855.230473822056,1.65,1.92,0
"6694",5972,2019-07-26 03:05:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6695",5973,2019-07-26 03:10:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6696",5974,2019-07-26 03:12:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6697",5975,2019-07-26 03:15:00,"No",2120,NA,1987.5,572.5,3138.06205971782,NA,2941.93318098546,847.424777919081,1.61,1.96,0
"6698",5976,2019-07-26 03:20:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
"6699",5977,2019-07-26 03:25:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6700",5978,2019-07-26 03:27:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6701",5979,2019-07-26 03:30:00,"No",2125,NA,2002.5,567.5,3145.37749196577,NA,2964.05573066422,840.000812560271,1.59,2.06,0
"6702",5980,2019-07-26 03:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6703",5981,2019-07-26 03:40:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6704",5982,2019-07-26 03:42:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6705",5983,2019-07-26 03:45:00,"No",2120,NA,1992.5,582.5,3137.78608668698,NA,2949.07489515274,862.151129950549,NA,2.04,0.1
"6706",5984,2019-07-26 03:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6707",5985,2019-07-26 03:55:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6708",5986,2019-07-26 03:57:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6709",5987,2019-07-26 04:00:00,"No",2130,NA,1972.5,582.5,3153.32690972998,NA,2920.15837063022,862.35348587686,NA,2.04,0
"6710",5988,2019-07-26 04:05:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6711",5989,2019-07-26 04:10:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6712",5990,2019-07-26 04:12:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6713",5991,2019-07-26 04:15:00,"No",2140,NA,1997.5,582.5,3166.43959601959,NA,2955.59023039679,861.893020879163,NA,2.13,0
"6714",5992,2019-07-26 04:20:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
"6715",5993,2019-07-26 04:25:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6716",5994,2019-07-26 04:27:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6717",5995,2019-07-26 04:30:00,"No",2130,NA,2022.5,592.5,3151.96141606034,NA,2992.88355116528,876.777999537912,NA,2.16,0
"6718",5996,2019-07-26 04:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6719",5997,2019-07-26 04:40:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
"6720",5998,2019-07-26 04:42:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6721",5999,2019-07-26 04:45:00,"No",2095,NA,1972.5,587.5,3098.2000716255,NA,2917.04040156625,868.826989059658,NA,2.09,0.1
"6722",6000,2019-07-26 04:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
"6723",6001,2019-07-26 04:55:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
"6724",6002,2019-07-26 04:57:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6725",6003,2019-07-26 05:00:00,"No",2095,NA,1982.5,582.5,3096.69577948571,NA,2930.40543333194,861.014458973949,NA,2.1,0
"6726",6004,2019-07-26 05:05:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6727",6005,2019-07-26 05:10:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6728",6006,2019-07-26 05:12:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6729",6007,2019-07-26 05:15:00,"No",2095,NA,1977.5,597.5,3096.03835194865,NA,2922.3941961711,882.999004911369,NA,2.16,0.1
"6730",6008,2019-07-26 05:20:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6731",6009,2019-07-26 05:25:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6732",6010,2019-07-26 05:27:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6733",6011,2019-07-26 05:30:00,"No",2100,NA,1967.5,582.5,3101.94207416516,NA,2906.22430043807,860.419646762479,NA,2.2,0
"6734",6012,2019-07-26 05:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6735",6013,2019-07-26 05:40:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6736",6014,2019-07-26 05:42:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6737",6015,2019-07-26 05:45:00,"No",2110,NA,1992.5,587.5,3114.83973878884,NA,2941.38302347714,867.283576558504,NA,2.21,0
"6738",6016,2019-07-26 05:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
"6739",6017,2019-07-26 05:55:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6740",6018,2019-07-26 05:57:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6741",6019,2019-07-26 06:00:00,"No",2100,NA,1967.5,592.5,3099.85118001071,NA,2904.26533174813,874.600868645878,NA,2.21,0
"6742",6020,2019-07-26 06:05:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6743",6021,2019-07-26 06:10:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6744",6022,2019-07-26 06:12:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6745",6023,2019-07-26 06:15:00,"No",2120,NA,1967.5,592.5,3128.98628543673,NA,2903.90590405508,874.492629302482,NA,2.3,0
"6746",6024,2019-07-26 06:20:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6747",6025,2019-07-26 06:25:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6748",6026,2019-07-26 06:27:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6749",6027,2019-07-26 06:30:00,"No",2105,NA,1967.5,612.5,3106.57256936025,NA,2903.64918300062,903.93144832929,NA,2.3,0
"6750",6028,2019-07-26 06:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6751",6029,2019-07-26 06:40:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6752",6030,2019-07-26 06:42:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6753",6031,2019-07-26 06:45:00,"No",2095,NA,1957.5,587.5,3090.55521303484,NA,2887.7144770958,866.683144466811,NA,2.31,0
"6754",6032,2019-07-26 06:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
"6755",6033,2019-07-26 06:55:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6756",6034,2019-07-26 06:57:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6757",6035,2019-07-26 07:00:00,"No",2080,NA,1952.5,587.5,3067.72585377335,NA,2879.68015840984,866.485066871079,1.7,2.36,0
"6758",6036,2019-07-26 07:05:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6759",6037,2019-07-26 07:10:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6760",6038,2019-07-26 07:12:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6761",6039,2019-07-26 07:15:00,"No",2050,NA,1947.5,582.5,3022.79373763906,NA,2871.65405075711,858.91578154866,1.6,2.28,0.1
"6762",6040,2019-07-26 07:20:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6763",6041,2019-07-26 07:25:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6764",6042,2019-07-26 07:27:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6765",6043,2019-07-26 07:30:00,"No",2020,NA,1907.5,597.5,2978.58239294678,NA,2812.69599729999,881.041079101831,1.59,2.3,0
"6766",6044,2019-07-26 07:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6767",6045,2019-07-26 07:40:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6768",6046,2019-07-26 07:42:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6769",6047,2019-07-26 07:45:00,"No",2015,NA,1902.5,582.5,2970.43130737189,NA,2804.5883683747,858.697884141007,1.58,2.11,0
"6770",6048,2019-07-26 07:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6771",6049,2019-07-26 07:55:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6772",6050,2019-07-26 07:57:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6773",6051,2019-07-26 08:00:00,"No",1980,NA,1887.5,597.5,2919.01988845926,NA,2782.65153508427,880.865850178993,1.42,2,0
"6774",6052,2019-07-26 08:05:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6775",6053,2019-07-26 08:10:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6776",6054,2019-07-26 08:12:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6777",6055,2019-07-26 08:15:00,"No",1930,NA,1857.5,577.5,2844.53258545018,NA,2737.67838211073,851.148999014238,1.47,2.03,0
"6778",6056,2019-07-26 08:20:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6779",6057,2019-07-26 08:25:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6780",6058,2019-07-26 08:27:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6781",6059,2019-07-26 08:30:00,"No",1895,NA,1802.5,597.5,2793.75991425413,NA,2657.38904772721,880.882083781974,1.41,1.98,0
"6782",6060,2019-07-26 08:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6783",6061,2019-07-26 08:40:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6784",6062,2019-07-26 08:42:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6785",6063,2019-07-26 08:45:00,"No",1860,NA,1787.5,577.5,2741.99656870624,NA,2635.11767019484,851.345708832178,1.34,1.98,0
"6786",6064,2019-07-26 08:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6787",6065,2019-07-26 08:55:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6788",6066,2019-07-26 08:57:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6789",6067,2019-07-26 09:00:00,"No",1835,NA,1747.5,597.5,2705.29817783721,NA,2576.29894592399,880.880469350264,1.35,1.94,0
"6790",6068,2019-07-26 09:05:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6791",6069,2019-07-26 09:10:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6792",6070,2019-07-26 09:12:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6793",6071,2019-07-26 09:15:00,"No",1785,NA,1722.5,582.5,2632.4985672663,NA,2540.32424768415,859.06465850567,NA,1.8,0
"6794",6072,2019-07-26 09:20:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6795",6073,2019-07-26 09:25:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6796",6074,2019-07-26 09:27:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6797",6075,2019-07-26 09:30:00,"No",1750,NA,1692.5,587.5,2582.03213273453,NA,2497.19393408754,866.825073132307,NA,1.9,0
"6798",6076,2019-07-26 09:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6799",6077,2019-07-26 09:40:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6800",6078,2019-07-26 09:42:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6801",6079,2019-07-26 09:45:00,"No",1725,NA,1677.5,592.5,2547.77441370542,NA,2477.61830666135,875.105124707512,1.14,1.64,0
"6802",6080,2019-07-26 09:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6803",6081,2019-07-26 09:55:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6804",6082,2019-07-26 09:57:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6805",6083,2019-07-26 10:00:00,"No",1710,NA,1642.5,587.5,2527.51587735402,NA,2427.74551377425,868.371683009056,NA,1.56,0
"6806",6084,2019-07-26 10:05:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6807",6085,2019-07-26 10:10:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6808",6086,2019-07-26 10:12:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6809",6087,2019-07-26 10:15:00,"No",1670,NA,1607.5,582.5,2470.79084582437,NA,2378.32112854052,861.817765085446,NA,1.64,0
"6810",6088,2019-07-26 10:20:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6811",6089,2019-07-26 10:25:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6812",6090,2019-07-26 10:27:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6813",6091,2019-07-26 10:30:00,"No",1640,NA,1582.5,587.5,2428.45952958979,NA,2343.31536925356,869.951203435365,1.16,1.45,0
"6814",6092,2019-07-26 10:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6815",6093,2019-07-26 10:40:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6816",6094,2019-07-26 10:42:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6817",6095,2019-07-26 10:45:00,"No",1615,NA,1557.5,582.5,2393.82377634266,NA,2308.59475644192,863.407027690155,1.02,1.56,0
"6818",6096,2019-07-26 10:46:00,"No",1495,NA,NA,NA,2216.08504333374,NA,NA,NA,NA,NA,NA
"6819",6097,2019-07-26 10:47:00,"No",1505,NA,NA,NA,2231.03975539102,NA,NA,NA,NA,NA,NA
"6820",6098,2019-07-26 10:48:00,"No",1480,NA,NA,NA,2194.10851336622,NA,NA,NA,NA,NA,NA
"6821",6099,2019-07-26 10:49:00,"No",1480,NA,NA,NA,2194.23773409894,NA,NA,NA,NA,NA,NA
"6822",6100,2019-07-26 10:50:00,"No",1495,NA,1452.5,NA,2216.6071614994,NA,2153.59324553704,NA,NA,NA,0
"6823",6101,2019-07-26 10:51:00,"No",1495,NA,1442.5,NA,2216.73769466803,NA,2138.89239100912,NA,NA,NA,NA
"6824",6102,2019-07-26 10:52:00,"No",1490,NA,1447.5,NA,2209.45395386812,NA,2146.43261625778,NA,NA,NA,NA
"6825",6103,2019-07-26 10:53:00,"No",1500,NA,1437.5,NA,2224.41347640415,NA,2131.72958155397,NA,NA,NA,NA
"6826",6104,2019-07-26 10:54:00,"No",1470,NA,1452.5,NA,2180.05356096291,NA,2154.10054238001,NA,NA,NA,NA
"6827",6105,2019-07-26 10:55:00,"No",1485,NA,1442.5,NA,2202.42867099549,NA,2139.39620061346,NA,NA,NA,0
